Longitude,Latitude,Country,State,Locality,Elevation,Temperature,Precipitation,Buffer_0km ,Buffer_1km,Biome,Kingdom_host,Subkingdom_host,Phylum_host,Class_host,Order_host,Family_host,Genus_host,Host_species,Authors_host,IUCN,FishBase,Site_of_infection,Parasite_habitat,Exotic_or_native,Environment,Kingdom_parasite,Subkingdom_parasite,Phylum_parasite,Class_parasite,Order_parasite,Family_parasite,Genus_parasite,Parasite_species,Authors_parasite,Stage,Reference,
-101.105,19.93222222,Mexico,Michoacan,Lago de Cuitzeo,1820,18.1,680,1,1,Tropical & Subtropical Dry Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Cyprinodontiformes,Goodeidae,Alloophorus,Alloophorus_robustus,"(Bean, 1892)",VU,NA,NA,NA,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Diplostomida,Diplostomidae,Posthodiplostomum,Posthodiplostomum_minimum,"(MacCallum, 1921) Dubois, 1936",Larva,"Sánchez-Álvarez, A. 1997. Helmintofauna de la “chegua” Alloophorus robustus (Pisces: Goodeidae) del Lago de Cuitzeo, Michoacán, México. BSc Thesis, Facultad de Ciencias, UNAM, Mexico City: 95 pp.",
-101.6369444,19.40138889,Mexico,Michoacan,Lago de Zirahuén,2322,15.4,1167,1,1,Tropical & Subtropical Coniferous Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Atheriniformes,Atherinopsidae,Chirostoma,Chirostoma_attenuatum,"Meek, 1902",EN,NA,NA,NA,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Diplostomida,Diplostomidae,Posthodiplostomum,Posthodiplostomum_minimum,"(MacCallum, 1921) Dubois, 1936",Larva,"Espinosa-Huerta, E., L. García-Prieto & G. Pérez-Ponce de León. 1996. Helminth community structure of Chirostoma attenuatum (Osteichthyes: Atherinidae) in two Mexican lakes. Southwestern Naturalist. 41(3): 288-292.",
-101.6375,19.63416667,Mexico,Michoacan,Lago de Patzcuaro,2021,16.4,942,1,1,Tropical & Subtropical Coniferous Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Atheriniformes,Atherinopsidae,Chirostoma,Chirostoma_grandocule,"(Steindachner, 1894)",DD,NA,NA,NA,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Diplostomida,Diplostomidae,Posthodiplostomum,Posthodiplostomum_minimum,"(MacCallum, 1921) Dubois, 1936",Larva,"Lira-Guerrero, G., L. García-Prieto & G. Pérez-Ponce de León. 2008. Helminth parasites of atherinopsid freshwater fishes (Osteichthyes: Atheriniformes) from Central Mexico. Revista Mexicana de Biodiversidad. 79(2): 325-331.",
-101.6375,19.63416667,Mexico,Michoacan,Lago de Patzcuaro,2021,16.4,942,1,1,Tropical & Subtropical Coniferous Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Algansea,Algansea_lacustris,"Steindacher, 1895",CR,NA,NA,NA,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Diplostomida,Diplostomidae,Posthodiplostomum,Posthodiplostomum_minimum,"(MacCallum, 1921) Dubois, 1936",Larva,"Mendoza-Garfias, B., L. García-Prieto & G. Pérez-Ponce de León. 1996. Helmintos de la “acúmara” Algansea lacustris en el Lago de Pátzcuaro, Michoacán, México. Anales del Instituto de Biología, Universidad Nacional Autónoma de México, Serie Zoología. 67(1): 77-88.",
-101.105,19.93222222,Mexico,Michoacan,Lago de Cuitzeo,1820,18.1,680,1,1,Tropical & Subtropical Dry Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Cyprinodontiformes,Goodeidae,Goodea,Goodea_atripinnis,"Jordan, 1880",LC,NA,NA,NA,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Diplostomida,Diplostomidae,Posthodiplostomum,Posthodiplostomum_minimum,"(MacCallum, 1921) Dubois, 1936",Larva,"Guzmán-Cornejo, C. & L. García-Prieto. 1999. Trematodiasis en algunos peces del Lago de Cuitzeo, Michoacán, México. Revista de Biología Tropical. 47(3): 593-596.",
-101.7869444,19.82444444,Mexico,Michoacan,Lago de Zacapu,1979,16.9,867,1,1,Tropical & Subtropical Coniferous Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Atheriniformes,Atherinopsidae,Chirostoma,Chirostoma_humboldtianum,"(Valenciennes, 1835)",VU,NA,NA,NA,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Diplostomida,Diplostomidae,Posthodiplostomum,Posthodiplostomum_minimum,"(MacCallum, 1921) Dubois, 1936",Larva,"Pérez-Ponce de León, G., L. García-Prieto, D. Osorio-Sarabia & V. León-Règagnon. 1996. Listados Faunísticos de México VI. Helmintos parásitos de peces de aguas continentales de México. Instituto de Biología, UNAM. Mexico City: 100 pp.",
-101.105,19.93222222,Mexico,Michoacan,Lago de Cuitzeo,1820,18.1,680,1,1,Tropical & Subtropical Dry Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Cyprinodontiformes,Goodeidae,Alloophorus,Alloophorus_robustus,"(Bean, 1892)",VU,NA,NA,NA,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Diplostomida,Diplostomidae,Posthodiplostomum,Posthodiplostomum_minimum,"(MacCallum, 1921) Dubois, 1936",Larva,"Guzmán-Cornejo, C. & L. García-Prieto. 1999. Trematodiasis en algunos peces del Lago de Cuitzeo, Michoacán, México. Revista de Biología Tropical. 47(3): 593-596.",
-101.6375,19.63416667,Mexico,Michoacan,Lago de Patzcuaro,2021,16.4,942,1,1,Tropical & Subtropical Coniferous Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Atheriniformes,Atherinopsidae,Chirostoma,Chirostoma_estor,"Jordan, 1880",EN,NA,NA,NA,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Diplostomida,Diplostomidae,Posthodiplostomum,Posthodiplostomum_minimum,"(MacCallum, 1921) Dubois, 1936",Larva,"Osorio-Sarabia, D., G. Pérez-Ponce de León & G. Salgado-Maldonado. 1986. Helmintos de peces del Lago de Pátzcuaro, Michoacán I: Helmintos de Chirostoma estor el “pescado blanco”. Taxonomía. Anales del Instituto de Biología, Universidad Nacional Autónoma de México, Serie Zoología. 57(1): 61-92.",
-101.6375,19.63416667,Mexico,Michoacan,Lago de Patzcuaro,2021,16.4,942,1,1,Tropical & Subtropical Coniferous Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Cyprinodontiformes,Goodeidae,Goodea,Goodea_atripinnis,"Jordan, 1880",LC,NA,NA,NA,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Diplostomida,Diplostomidae,Posthodiplostomum,Posthodiplostomum_minimum,"(MacCallum, 1921) Dubois, 1936",Larva,"Pérez-Ponce de León, G., L. García-Prieto, V. León-Règagnon & A. Choudhury. 2000. Helminth communities of native and introduced fishes in Lake Pátzcuaro, Michoacán, México. Journal of Fish Biology. 57: 303-325.",
-101.105,19.93222222,Mexico,Michoacan,Lago de Cuitzeo,1820,18.1,680,1,1,Tropical & Subtropical Dry Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Cyprinodontiformes,Goodeidae,Xenotoca,Xenotoca_variata,"(Bean, 1887)",LC,NA,NA,NA,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Diplostomida,Diplostomidae,Posthodiplostomum,Posthodiplostomum_minimum,"(MacCallum, 1921) Dubois, 1936",Larva,"Guzmán-Cornejo, C. & L. García-Prieto. 1999. Trematodiasis en algunos peces del Lago de Cuitzeo, Michoacán, México. Revista de Biología Tropical. 47(3): 593-596.",
-101.6375,19.63416667,Mexico,Michoacan,Lago de Patzcuaro,2021,16.4,942,1,1,Tropical & Subtropical Coniferous Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Algansea,Algansea_lacustris,"Steindacher, 1895",CR,NA,NA,NA,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Diplostomida,Diplostomidae,Posthodiplostomum,Posthodiplostomum_minimum,"(MacCallum, 1921) Dubois, 1936",Larva,"Pérez-Ponce de León, G. 1992. Posthodiplostomum Dubois, 1936 y algunos aspectos epizootiológicos de la Postodiplostomiasis en el Lago de Pátzcuaro, Michoacán, México. PhD Thesis, Facultad de Ciencias, UNAM, Mexico: 181 pp.",
-101.6375,19.63416667,Mexico,Michoacan,Lago de Patzcuaro,2021,16.4,942,1,1,Tropical & Subtropical Coniferous Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Cyprinodontiformes,Goodeidae,Alloophorus,Alloophorus_robustus,"(Bean, 1892)",VU,NA,NA,NA,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Diplostomida,Diplostomidae,Posthodiplostomum,Posthodiplostomum_minimum,"(MacCallum, 1921) Dubois, 1936",Larva,"Pérez-Ponce de León, G. 1992. Posthodiplostomum Dubois, 1936 y algunos aspectos epizootiológicos de la Postodiplostomiasis en el Lago de Pátzcuaro, Michoacán, México. PhD Thesis, Facultad de Ciencias, UNAM, Mexico: 181 pp.",
-101.6375,19.63416667,Mexico,Michoacan,Lago de Patzcuaro,2021,16.4,942,1,1,Tropical & Subtropical Coniferous Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,Micropterus_salmoides,"(Lacepède, 1802)",LC,NA,NA,NA,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Diplostomida,Diplostomidae,Posthodiplostomum,Posthodiplostomum_minimum,"(MacCallum, 1921) Dubois, 1936",Larva,"Pérez-Ponce de León, G., L. García-Prieto, V. León-Règagnon & A. Choudhury. 2000. Helminth communities of native and introduced fishes in Lake Pátzcuaro, Michoacán, México. Journal of Fish Biology. 57: 303-325.",
-101.6369444,19.40138889,Mexico,Michoacan,Lago de Zirahuén,2322,15.4,1167,1,1,Tropical & Subtropical Coniferous Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Atheriniformes,Atherinopsidae,Chirostoma,Chirostoma_estor,"Jordan, 1880",EN,NA,NA,NA,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Diplostomida,Diplostomidae,Posthodiplostomum,Posthodiplostomum_minimum,"(MacCallum, 1921) Dubois, 1936",Larva,"Lira-Guerrero, G., L. García-Prieto & G. Pérez-Ponce de León. 2008. Helminth parasites of atherinopsid freshwater fishes (Osteichthyes: Atheriniformes) from Central Mexico. Revista Mexicana de Biodiversidad. 79(2): 325-331.",
-101.6375,19.63416667,Mexico,Michoacan,Lago de Patzcuaro,2021,16.4,942,1,1,Tropical & Subtropical Coniferous Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Atheriniformes,Atherinopsidae,Chirostoma,Chirostoma_attenuatum,"Meek, 1902",EN,NA,NA,NA,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Diplostomida,Diplostomidae,Posthodiplostomum,Posthodiplostomum_minimum,"(MacCallum, 1921) Dubois, 1936",Larva,"Pérez-Ponce de León, G., B. Mendoza-Garfias & G. Pulido-Flores. 1994. Helminths of the “charal prieto”, Chirostoma attenuatum (Osteichthyes: Atherinidae) from Patzcuaro Lake, Michoacan, Mexico. Journal of the Helminthological Society of Washington. 61(1): 139-141.",
-101.6375,19.63416667,Mexico,Michoacan,Lago de Patzcuaro,2021,16.4,942,1,1,Tropical & Subtropical Coniferous Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,Micropterus_salmoides,"(Lacepède, 1802)",LC,NA,Stomach,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Allocreadiidae,Crepidostomum,Crepidostomum_cornutum,"(Osborn, 1903) Stafford, 1904",Adult,"Pérez-Ponce de León, G., L. García-Prieto, V. León-Règagnon & A. Choudhury. 2000. Helminth communities of native and introduced fishes in Lake Pátzcuaro, Michoacán, México. Journal of Fish Biology. 57: 303-325.",
-101.7869444,19.82444444,Mexico,Michoacan,Lago de Zacapu,1979,16.9,867,1,1,Tropical & Subtropical Coniferous Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Cyprinodontiformes,Goodeidae,Allotoca,Allotoca_zacapuensis,"Meyer, Radda & Domínguez, 2001",CR,NA,Urinary bladder,Ectoparasite,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Gorgoderidae,Phyllodistomum,Phyllodistomum_cribbi,"Pérez-Ponce de León, Martínez & Mendoza, 2015",Adult,"Pérez-Ponce de León, G., A. Martínez-Aquino & B. Mendoza-Garfias. 2015. Two new species of Phyllodistomum Braun, 1899 (Digenea: Gorgoderidae), from freshwater fishes (Cyprinodontiformes: Goodeidae: Goodeinae) in central Mexico: An integrative taxonomy approach using morphology, ultrastructure and molecular phylogenetics. Zootaxa. 4013(1): 87-99.",
-102.6430556,19.83694444,Mexico,Michoacan,Presa San Juanico,1599,17.9,893,1,1,Tropical & Subtropical Dry Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Siluriformes,Ictaluridae,Ictalurus,Ictalurus_dugesii,"(Bean, 1880)",NA,NE,Urinary bladder,Ectoparasite,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Gorgoderidae,Phyllodistomum,Phyllodistomum_lacustri,"(Loewen, 1929) Lewis, 1935",Adult,"Pérez-Ponce de León, G. & A., Choudhury. 2002. Adult endohelminth parasites of ictalurid fishes (Osteichthyes: Ictaluridae) in Mexico: Empirical evidence for biogeographical patterns. Comparative Parasitology. 69(1): 10-19.",
-101.7869444,19.82444444,Mexico,Michoacan,Lago de Zacapu,1979,16.9,867,1,1,Tropical & Subtropical Coniferous Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Cyprinodontiformes,Goodeidae,Hubbsina,Hubbsina_turneri,"de Buen, 1940",CR,NA,Urinary bladder,Ectoparasite,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Gorgoderidae,Phyllodistomum,Phyllodistomum_cribbi,"Pérez-Ponce de León, Martínez & Mendoza, 2015",Adult,"Pérez-Ponce de León, G., A. Martínez-Aquino & B. Mendoza-Garfias. 2015. Two new species of Phyllodistomum Braun, 1899 (Digenea: Gorgoderidae), from freshwater fishes (Cyprinodontiformes: Goodeidae: Goodeinae) in central Mexico: An integrative taxonomy approach using morphology, ultrastructure and molecular phylogenetics. Zootaxa. 4013(1): 87-99.",
-102.6430556,19.83694444,Mexico,Michoacan,Presa San Juanico,1599,17.9,893,1,1,Tropical & Subtropical Dry Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Siluriformes,Ictaluridae,Ictalurus,Ictalurus_punctatus,"(Refinesque, 1818)",NA,LC,Urinary bladder,Ectoparasite,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Gorgoderidae,Phyllodistomum,Phyllodistomum_lacustri,"(Loewen, 1929) Lewis, 1935",Adult,"Pérez-Ponce de León, G. & A., Choudhury. 2002. Adult endohelminth parasites of ictalurid fishes (Osteichthyes: Ictaluridae) in Mexico: Empirical evidence for biogeographical patterns. Comparative Parasitology. 69(1): 10-19.",
-101.7869444,19.82444444,Mexico,Michoacan,Lago de Zacapu,1979,16.9,867,1,1,Tropical & Subtropical Coniferous Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Cyprinodontiformes,Goodeidae,Zoogoneticus,Zoogoneticus_quitzeoensis,"(Bean, 1898)",EN,NA,Urinary bladder,Ectoparasite,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Gorgoderidae,Phyllodistomum,Phyllodistomum_cribbi,"Pérez-Ponce de León, Martínez & Mendoza, 2015",Adult,"Pérez-Ponce de León, G., A. Martínez-Aquino & B. Mendoza-Garfias. 2015. Two new species of Phyllodistomum Braun, 1899 (Digenea: Gorgoderidae), from freshwater fishes (Cyprinodontiformes: Goodeidae: Goodeinae) in central Mexico: An integrative taxonomy approach using morphology, ultrastructure and molecular phylogenetics. Zootaxa. 4013(1): 87-99.",
-102.3097222,19.97638889,Mexico,Michoacan,Manantial La Luz,1557,20,856,1,1,Tropical & Subtropical Dry Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Cyprinodontiformes,Goodeidae,Zoogoneticus,Zoogoneticus_purhepechus,"Dominguez, Pérez & Doadrio, 2008",VU,NA,Urinary bladder,Ectoparasite,Native,Freshwater,Animalia,Eumetazoa,Platyhelminthes,Trematoda,Plagiorchiida,Gorgoderidae,Phyllodistomum,Phyllodistomum_cribbi,"Pérez-Ponce de León, Martínez & Mendoza, 2015",Adult,"Pérez-Ponce de León, G., A. Martínez-Aquino & B. Mendoza-Garfias. 2015. Two new species of Phyllodistomum Braun, 1899 (Digenea: Gorgoderidae), from freshwater fishes (Cyprinodontiformes: Goodeidae: Goodeinae) in central Mexico: An integrative taxonomy approach using morphology, ultrastructure and molecular phylogenetics. Zootaxa. 4013(1): 87-99.",
-99.46444444,18.65388889,Mexico,Morelos,Rio Amacuzac,880,24.6,994,1,1,Tropical & Subtropical Dry Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,Poecilia_sphenops,"Valenciennes, 1846",LC,NA,Mesentery,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Polymorphus,Polymorphus_brevis,"(van Cleave, 1916) Travassos, 1926",Larva,"Caspeta-Mandujano, J. M., G. Cabañas-Carranza & E. Mendoza-Franco. 2009. Helmintos parásitos de peces dulceacuícolas mexicanos (Caso Morelos).  AGT-Universidad Autónoma del Estado de Morelos, Cuernavaca, Morelos, Mexico: 129 pp.",
-98.88333333,18.75722222,Mexico,Morelos,"Rio Cuautla (La Cuera, Tlayecac)",1339,23,883,1,1,Tropical & Subtropical Dry Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Characiformes,Characidae,Astyanax,Astyanax_aeneus,"(Günther, 1860)",LC,NA,Gills,Ectoparasite,Native,Freshwater,Animalia,Eumetazoa,Nematoda,Chromadorea,Spirurida,Rhabdochonidae,Rhabdochona,Rhabdochona_mexicana,"Caspeta, Moravec & Salgado, 2000",Adult,"Múgica-Ruiz, E. & J. M. Caspeta-Mandujano. 2009. Helmintos parásitos de Astyanax aeneus del Río Cuautla. Inventio. 12: 57-60.",
-98.98944444,18.83305556,Mexico,Morelos,Centro Acuicola El Potrero (= El Hospital),1278,23.3,903,1,1,Tropical & Subtropical Dry Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,Poecilia_reticulata,"Peters, 1859",NA,NE,Intestine,Endoparasite,Exotic,Captivity,Animalia,Eumetazoa,Nematoda,Chromadorea,Spirurida,Camallanidae,Camallanus,Camallanus_cotti,"Fujita, 1927",Adult,"Caspeta-Mandujano, J. M., G. Cabañas-Carranza & E. Mendoza-Franco. 2009. Helmintos parásitos de peces dulceacuícolas mexicanos (Caso Morelos).  AGT-Universidad Autónoma del Estado de Morelos, Cuernavaca, Morelos, Mexico: 129 pp.",
-99.46444444,18.65388889,Mexico,Morelos,Rio Amacuzac,880,24.6,994,1,1,Tropical & Subtropical Dry Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Andinoacara,Andinoacara_rivulatus,"(Günther, 1860)",NA,NE,Intestine,Endoparasite,Exotic,Freshwater,Animalia,Eumetazoa,Nematoda,Chromadorea,Spirurida,Rhabdochonidae,Rhabdochona,Rhabdochona_kidderi,"Pearse, 1936",Adult,"Caspeta-Mandujano, J. M., G. Cabañas-Carranza & E. Mendoza-Franco. 2009. Helmintos parásitos de peces dulceacuícolas mexicanos (Caso Morelos).  AGT-Universidad Autónoma del Estado de Morelos, Cuernavaca, Morelos, Mexico: 129 pp.",
-99.23972222,18.555,Mexico,Morelos,Rio Amacuzac (El Chisco),823,25.2,885,1,1,Tropical & Subtropical Dry Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Amatitlania,Amatitlania_nigrofasciata,"(Günther, 1867)",NA,NE,Intestine,Endoparasite,Exotic,Freshwater,Animalia,Eumetazoa,Nematoda,Chromadorea,Spirurida,Rhabdochonidae,Rhabdochona,Rhabdochona_kidderi,"Pearse, 1936",Adult,"Salgado-Maldonado, G., G. Cabañas-Carranza, J. M. Caspeta-Mandujano, E. Soto-Galera, E. Mayén-Peña, D. Brailovsky & R. Báez-Valé. 2001. Helminth parasites of freshwater fishes of the Balsas River drainage basin of southwestern Mexico. Comparative Parasitology. 68(2): 196-203.",
-99.46055556,18.64944444,Mexico,Morelos,Rio Amacuzac (Contlalco),1064,24.1,1047,1,1,Tropical & Subtropical Dry Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Amatitlania,Amatitlania_nigrofasciata,"(Günther, 1867)",NA,NE,Intestine,Endoparasite,Exotic,Freshwater,Animalia,Eumetazoa,Nematoda,Chromadorea,Spirurida,Rhabdochonidae,Rhabdochona,Rhabdochona_kidderi,"Pearse, 1936",Adult,"Salgado-Maldonado, G., G. Cabañas-Carranza, J. M. Caspeta-Mandujano, E. Soto-Galera, E. Mayén-Peña, D. Brailovsky & R. Báez-Valé. 2001. Helminth parasites of freshwater fishes of the Balsas River drainage basin of southwestern Mexico. Comparative Parasitology. 68(2): 196-203.",
-99.45055556,18.64638889,Mexico,Morelos,Huajintlan,1002,24.6,1011,1,1,Tropical & Subtropical Dry Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Amatitlania,Amatitlania_nigrofasciata,"(Günther, 1867)",NA,NE,Intestine,Endoparasite,Exotic,Freshwater,Animalia,Eumetazoa,Nematoda,Chromadorea,Spirurida,Rhabdochonidae,Rhabdochona,Rhabdochona_kidderi,"Pearse, 1936",Adult,"Salgado-Maldonado, G., G. Cabañas-Carranza, J. M. Caspeta-Mandujano, E. Soto-Galera, E. Mayén-Peña, D. Brailovsky & R. Báez-Valé. 2001. Helminth parasites of freshwater fishes of the Balsas River drainage basin of southwestern Mexico. Comparative Parasitology. 68(2): 196-203.",
-99.46444444,18.65388889,Mexico,Morelos,Rio Amacuzac,880,24.6,994,1,1,Tropical & Subtropical Dry Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,Amatitlania,Amatitlania_nigrofasciata,"(Günther, 1867)",NA,NE,Intestine,Endoparasite,Exotic,Freshwater,Animalia,Eumetazoa,Nematoda,Chromadorea,Spirurida,Rhabdochonidae,Rhabdochona,Rhabdochona_kidderi,"Pearse, 1936",Adult,"Salgado-Maldonado, G., G. Cabañas-Carranza, J. M. Caspeta-Mandujano, E. Soto-Galera, E. Mayén-Peña, D. Brailovsky & R. Báez-Valé. 2001. Helminth parasites of freshwater fishes of the Balsas River drainage basin of southwestern Mexico. Comparative Parasitology. 68(2): 196-203.",
-99.3725,18.70166667,Mexico,Morelos,Centro Acuicola El Potrero (= El Hospital),940,24.4,884,1,1,Tropical & Subtropical Dry Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Pseudoxiphophorus,Pseudoxiphophorus_bimaculatus,"(Heckel, 1848)",LC,NA,Intestine,Endoparasite,Native,Captivity,Animalia,Eumetazoa,Nematoda,Chromadorea,Spirurida,Camallanidae,Camallanus,Camallanus_cotti,"Fujita, 1927",Adult,"Caspeta-Mandujano, J. M., G. Cabañas-Carranza & E. Mendoza-Franco. 2009. Helmintos parásitos de peces dulceacuícolas mexicanos (Caso Morelos).  AGT-Universidad Autónoma del Estado de Morelos, Cuernavaca, Morelos, Mexico: 129 pp.",
-99.37277778,18.70166667,Mexico,Morelos,Centro Acuicola Cuautitla,940,24.4,884,1,1,Tropical & Subtropical Dry Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,Poecilia_sphenops,"Valenciennes, 1846",LC,NA,Intestine,Endoparasite,Native,Captivity,Animalia,Eumetazoa,Nematoda,Chromadorea,Spirurida,Camallanidae,Camallanus,Camallanus_cotti,"Fujita, 1927",Adult,"Caspeta-Mandujano, J. M., G. Cabañas-Carranza & E. Mendoza-Franco. 2009. Helmintos parásitos de peces dulceacuícolas mexicanos (Caso Morelos).  AGT-Universidad Autónoma del Estado de Morelos, Cuernavaca, Morelos, Mexico: 129 pp.",
-99.46444444,18.65388889,Mexico,Morelos,Rio Amacuzac,880,24.6,994,1,1,Tropical & Subtropical Dry Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Siluriformes,Ictaluridae,Ictalurus,Ictalurus_balsanus,"(Jordan & Snyder, 1899)",NA,NE,Intestine,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Nematoda,Chromadorea,Spirurida,Rhabdochonidae,Rhabdochona,Rhabdochona_kidderi,"Pearse, 1936",Adult,"Caspeta-Mandujano, J. M., G. Cabañas-Carranza & E. Mendoza-Franco. 2009. Helmintos parásitos de peces dulceacuícolas mexicanos (Caso Morelos).  AGT-Universidad Autónoma del Estado de Morelos, Cuernavaca, Morelos, Mexico: 129 pp.",
-99.46055556,18.64944444,Mexico,Morelos,Rio Amacuzac (Contlalco),1064,24.1,1047,1,1,Tropical & Subtropical Dry Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,Poecilia_sphenops,"Valenciennes, 1846",LC,NA,Intestine,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Nematoda,Chromadorea,Spirurida,Camallanidae,Serpinema,Serpinema_trispinosum,"(Leidy, 1852) Yeh, 1960",Larva,"Caspeta-Mandujano, J. M., G. Cabañas-Carranza & E. Mendoza-Franco. 2009. Helmintos parásitos de peces dulceacuícolas mexicanos (Caso Morelos).  AGT-Universidad Autónoma del Estado de Morelos, Cuernavaca, Morelos, Mexico: 129 pp.",
-98.94972222,18.80833333,Mexico,Morelos,Rio Cuautla,1280,23.3,901,1,1,Tropical & Subtropical Dry Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Characiformes,Characidae,Astyanax,Astyanax_aeneus,"(Günther, 1860)",LC,NA,Intestine,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Nematoda,Chromadorea,Spirurida,Rhabdochonidae,Rhabdochona,Rhabdochona_mexicana,"Caspeta, Moravec & Salgado, 2000",Adult,"Caspeta-Mandujano, J. M., G. Cabañas-Carranza & E. Mendoza-Franco. 2009. Helmintos parásitos de peces dulceacuícolas mexicanos (Caso Morelos).  AGT-Universidad Autónoma del Estado de Morelos, Cuernavaca, Morelos, Mexico: 129 pp.",
-99.46444444,18.65388889,Mexico,Morelos,Rio Amacuzac,880,24.6,994,1,1,Tropical & Subtropical Dry Broadleaf Forests,Animalia,Eumetazoa,Chordata,Actinopterygii,Cyprinodontiformes,Goodeidae,Ilyodon,Ilyodon_whitei,"(Meek, 1904)",LC,NA,Intestine,Endoparasite,Native,Freshwater,Animalia,Eumetazoa,Nematoda,Chromadorea,Spirurida,Rhabdochonidae,Rhabdochona,Rhabdochona_kidderi,"Pearse, 1936",Adult,"Caspeta-Mandujano, J. M., G. Cabañas-Carranza & E. Mendoza-Franco. 2009. Helmintos parásitos de peces dulceacuícolas mexicanos (Caso Morelos).  AGT-Universidad Autónoma del Estado de Morelos, Cuernavaca, Morelos, Mexico: 129 pp.",
